problem_clarity_score,market_need_score,founder_market_fit_score,ai_fit_score,business_potential_score,validation_score,confidence,eye_contact,speaking_speed,filler_words,clarity,energy,qna_quality_score,pitch_length_words,has_clear_customer,has_business_model,has_competition_awareness,has_go_to_market,has_revenue_model,investor_readiness_score
86.45,25.3,45.49,65.42,60.47,55.16,69.23,78.75,122.0,9.0,68.57,61.67,63.35,358,0,0.0,0,0.0,0.0,36.09
69.32,62.03,50.98,70.98,65.28,54.05,61.43,61.74,119.0,10.0,54.5,64.88,64.12,185,0,0.0,1,0.0,0.0,57.29
50.24,53.43,46.78,61.34,57.92,43.18,61.81,63.92,120.0,7.0,56.9,78.82,38.23,245,0,1.0,0,0.0,1.0,57.52
74.49,43.51,74.51,63.61,50.38,61.1,74.05,42.71,156.0,6.0,52.09,60.15,62.78,151,0,0.0,0,0.0,0.0,52.54
67.58,63.19,31.75,67.94,65.98,60.32,65.52,82.12,138.0,8.0,46.22,64.73,57.65,260,0,0.0,0,0.0,1.0,54.54
,53.41,51.66,49.54,62.39,48.2,61.21,51.93,114.0,7.0,60.58,72.95,57.59,243,1,0.0,0,0.0,1.0,61.79
92.34,70.32,62.59,76.01,70.38,74.4,54.12,68.22,153.0,9.0,67.5,55.13,60.36,329,0,1.0,0,1.0,1.0,70.36
51.27,46.95,60.59,82.46,43.84,57.52,83.28,63.8,163.0,7.0,66.06,60.86,51.16,260,1,0.0,0,0.0,0.0,51.51
58.77,85.06,27.27,35.22,39.61,48.13,66.84,61.22,131.0,8.0,61.84,76.53,52.07,261,1,0.0,1,0.0,0.0,47.6
50.78,45.53,56.72,65.94,67.76,42.96,70.14,89.12,126.0,3.0,56.38,71.36,48.49,255,0,0.0,0,0.0,0.0,54.08
59.98,40.75,75.13,82.8,53.19,47.65,100.0,77.83,128.0,4.0,81.09,69.66,69.65,354,1,1.0,0,1.0,0.0,65.33
66.08,49.2,47.31,71.72,74.98,52.13,67.75,58.8,144.0,16.0,54.13,55.77,68.36,297,0,1.0,0,1.0,0.0,57.51
34.49,39.59,32.33,53.49,51.7,34.81,32.29,6.49,151.0,8.0,29.15,22.13,18.53,233,0,0.0,0,1.0,0.0,13.88
60.94,,88.86,52.62,65.41,63.62,65.73,70.41,142.0,4.0,77.98,67.66,74.41,155,0,0.0,1,0.0,1.0,65.23
39.65,37.28,18.49,50.7,44.79,34.08,51.19,59.55,113.0,19.0,39.28,51.85,58.87,262,0,0.0,0,0.0,0.0,18.44
,64.06,74.05,65.97,53.06,62.18,58.86,60.6,157.0,8.0,33.64,59.04,70.27,196,0,1.0,0,0.0,0.0,53.99
47.84,35.82,34.31,82.1,57.8,47.79,30.14,39.55,133.0,13.0,40.08,20.36,57.73,221,0,1.0,0,0.0,0.0,38.71
55.73,43.99,52.75,65.96,54.54,45.03,45.85,49.02,133.0,5.0,50.71,53.18,47.85,242,0,1.0,0,0.0,0.0,41.26
73.82,74.61,54.2,63.72,71.45,72.06,,53.5,141.0,10.0,48.62,54.64,48.73,130,0,0.0,1,0.0,1.0,55.2
68.08,72.76,56.52,72.09,82.7,71.11,70.43,42.83,159.0,7.0,60.59,73.01,47.59,191,0,1.0,0,1.0,0.0,75.91
68.81,35.54,41.55,56.19,44.69,51.58,68.82,54.94,119.0,17.0,52.52,73.97,53.95,164,0,0.0,0,0.0,0.0,36.15
63.67,64.97,56.28,80.48,55.42,54.75,83.51,79.29,117.0,4.0,70.18,63.93,76.89,265,1,0.0,1,0.0,1.0,60.15
83.08,44.09,37.25,50.04,90.44,57.41,82.2,61.34,141.0,6.0,64.34,100.0,50.78,276,0,1.0,0,0.0,1.0,67.75
99.28,72.85,64.42,100.0,87.97,82.59,72.47,69.55,139.0,5.0,74.93,62.16,64.96,253,0,1.0,0,1.0,1.0,79.91
56.51,25.53,53.11,41.77,47.28,41.15,60.21,30.31,155.0,15.0,37.16,35.61,47.43,325,0,1.0,0,0.0,0.0,32.21
50.76,47.7,44.96,57.08,64.77,44.37,64.06,73.19,162.0,11.0,71.88,69.91,39.2,236,0,1.0,0,1.0,0.0,43.16
73.1,72.24,23.56,55.23,69.42,52.15,51.93,64.14,128.0,8.0,56.27,73.01,69.92,337,1,0.0,1,0.0,0.0,61.7
53.99,,30.67,49.3,53.82,42.2,59.07,50.81,144.0,9.0,57.46,68.53,56.27,209,1,0.0,0,0.0,0.0,50.72
68.32,32.06,70.59,72.17,40.32,44.83,71.39,62.39,148.0,7.0,61.74,36.28,59.66,167,0,0.0,0,0.0,0.0,47.08
46.11,38.8,58.43,35.04,54.51,61.73,59.64,65.64,148.0,9.0,59.59,54.39,66.55,367,0,0.0,0,0.0,0.0,48.78
27.67,34.56,21.31,27.1,20.88,13.55,41.43,47.19,107.0,14.0,38.23,62.94,26.66,80,0,0.0,0,0.0,0.0,5.87
42.08,45.92,75.51,41.34,51.76,42.77,58.86,55.57,148.0,10.0,56.44,50.69,53.17,215,0,0.0,1,0.0,0.0,36.15
61.51,45.94,33.11,57.1,66.5,52.42,80.79,69.83,126.0,6.0,71.19,75.04,54.24,193,0,1.0,0,0.0,0.0,48.22
92.15,48.95,71.0,54.88,55.37,59.07,62.41,28.66,149.0,8.0,63.25,58.31,35.9,181,0,1.0,1,0.0,0.0,56.11
31.9,19.08,12.27,49.46,54.8,25.94,,59.93,120.0,4.0,56.74,55.87,49.42,185,0,0.0,0,0.0,0.0,24.77
42.37,82.35,28.21,50.66,57.79,52.09,60.2,74.78,139.0,11.0,55.42,71.35,69.97,321,1,0.0,0,0.0,0.0,47.14
69.18,28.13,87.47,77.03,32.45,59.78,65.33,29.24,133.0,8.0,41.59,63.35,72.69,247,0,0.0,0,0.0,0.0,33.85
86.38,15.8,64.82,88.19,65.67,55.14,37.7,54.5,174.0,6.0,66.64,49.4,48.46,119,0,0.0,0,0.0,0.0,38.03
61.08,36.9,23.72,57.36,63.17,49.71,66.51,62.58,123.0,5.0,64.96,45.07,54.4,190,1,1.0,0,0.0,1.0,46.89
36.39,21.31,53.98,68.12,78.69,,75.73,68.09,123.0,7.0,73.33,86.0,39.97,216,0,1.0,0,1.0,1.0,50.81
54.89,51.95,64.31,88.73,63.04,53.15,68.02,59.62,166.0,5.0,55.96,74.05,67.78,166,0,0.0,0,1.0,0.0,49.79
35.05,17.81,31.58,24.56,39.63,30.98,78.32,56.84,156.0,9.0,61.58,69.68,57.38,314,0,1.0,0,0.0,1.0,38.12
37.3,60.51,24.07,69.28,58.64,55.8,34.22,46.36,139.0,17.0,14.79,51.86,37.22,277,1,0.0,1,1.0,0.0,37.45
64.63,45.73,35.97,61.35,71.12,45.47,57.43,57.7,129.0,7.0,78.43,70.34,35.62,238,0,1.0,0,1.0,,52.94
89.29,53.49,69.5,68.5,86.99,62.5,60.87,86.9,117.0,0.0,75.19,62.3,44.24,278,0,1.0,0,1.0,1.0,77.24
59.12,60.41,52.71,66.39,64.84,,59.85,66.97,130.0,4.0,51.01,45.5,56.75,170,1,0.0,0,0.0,0.0,61.0
87.87,61.86,52.12,66.16,63.77,63.93,70.08,51.14,,3.0,75.45,87.08,50.38,223,0,1.0,0,0.0,1.0,69.55
75.2,44.92,70.98,48.62,65.97,54.67,72.72,82.52,127.0,5.0,70.05,53.09,67.43,172,0,1.0,0,0.0,0.0,54.13
100.0,50.79,69.56,69.55,76.04,62.53,48.1,57.4,127.0,7.0,49.54,50.15,58.93,260,1,0.0,0,0.0,0.0,56.13
68.1,46.48,49.33,81.16,40.14,48.56,88.72,64.82,131.0,3.0,65.94,62.56,50.88,209,1,0.0,1,,0.0,51.74
64.42,41.52,51.43,68.11,42.25,52.33,94.16,84.56,160.0,4.0,75.13,61.93,69.53,208,0,0.0,0,0.0,0.0,47.65
91.67,68.15,66.75,100.0,77.87,72.0,71.06,69.77,114.0,74.0,63.41,69.7,57.39,327,0,1.0,0,0.0,1.0,64.22
43.3,32.04,33.69,41.77,48.23,43.77,37.4,43.39,141.0,12.0,44.89,57.94,50.99,185,0,0.0,0,0.0,0.0,36.09
94.12,65.36,60.32,70.22,100.0,73.02,83.71,69.4,146.0,7.0,73.8,63.21,100.0,120,1,0.0,0,1.0,1.0,74.64
59.88,66.73,45.93,39.57,66.95,58.26,84.12,68.15,140.0,7.0,68.96,65.7,65.66,342,1,0.0,1,0.0,0.0,50.36
90.72,65.57,63.48,83.49,69.46,71.48,54.74,56.27,149.0,7.0,71.7,54.45,77.8,323,1,1.0,0,1.0,0.0,66.17
50.52,,54.56,63.78,47.07,43.32,84.13,68.02,149.0,4.0,56.6,66.5,68.98,145,0,0.0,0,1.0,0.0,43.66
44.33,26.86,19.68,39.68,44.8,37.25,51.44,42.98,138.0,8.0,52.62,59.96,44.36,185,0,0.0,1,0.0,0.0,11.98
61.97,65.34,27.4,50.52,68.8,45.02,56.64,72.31,157.0,6.0,53.71,81.23,55.3,290,0,0.0,0,1.0,1.0,59.66
66.41,46.09,47.61,84.08,56.7,50.33,62.96,51.29,94.0,6.0,61.42,29.12,42.9,187,0,0.0,0,0.0,0.0,42.21
94.36,43.31,54.99,68.1,48.98,56.73,48.04,57.13,175.0,11.0,51.97,66.99,52.7,221,0,0.0,0,0.0,1.0,48.5
69.51,56.95,43.49,67.59,66.36,58.75,71.59,85.63,160.0,7.0,78.7,100.0,61.97,199,0,0.0,0,0.0,0.0,49.8
59.04,46.21,63.69,53.09,44.64,54.35,57.08,61.23,168.0,3.0,56.07,65.04,67.73,309,0,0.0,0,0.0,0.0,51.58
63.72,42.1,67.44,62.6,58.66,49.66,76.03,63.58,124.0,1.0,65.22,76.78,53.98,363,0,0.0,0,0.0,0.0,49.96
61.0,61.3,34.04,66.63,62.42,46.96,68.55,74.37,140.0,9.0,67.14,96.31,46.67,291,1,0.0,1,0.0,0.0,58.78
66.41,38.49,68.34,46.55,50.44,52.44,72.22,88.94,145.0,,75.82,61.27,52.04,377,1,1.0,0,0.0,1.0,48.02
63.93,69.16,66.21,73.3,83.04,56.39,41.39,46.06,128.0,5.0,50.61,49.67,57.35,147,0,1.0,1,0.0,0.0,55.32
90.29,71.35,75.61,100.0,96.0,85.13,53.67,40.64,140.0,14.0,53.4,45.96,62.36,259,0,1.0,1,1.0,1.0,70.43
70.82,55.32,60.6,61.62,58.7,56.79,51.39,57.14,141.0,8.0,45.87,48.67,34.36,217,0,1.0,0,1.0,1.0,53.34
81.21,60.69,37.83,82.04,58.36,52.13,76.87,60.56,119.0,6.0,51.31,75.32,68.81,286,0,0.0,0,1.0,0.0,59.94
83.34,77.02,62.25,96.74,75.68,65.32,69.87,62.23,153.0,2.0,87.23,63.07,53.52,346,1,0.0,1,1.0,1.0,82.88
76.52,48.35,49.65,85.41,65.0,60.54,52.98,75.07,149.0,7.0,45.8,27.32,47.63,201,0,0.0,1,0.0,0.0,53.51
42.01,0.37,32.73,40.99,37.76,28.59,51.65,40.8,125.0,8.0,37.57,57.21,36.8,176,0,0.0,0,0.0,0.0,14.83
50.4,33.61,30.14,55.43,45.14,34.25,39.44,36.6,112.0,2.0,51.94,52.8,29.06,205,0,0.0,1,0.0,0.0,32.8
68.97,64.5,46.84,78.86,58.93,57.83,65.36,73.66,141.0,4.0,,68.11,40.01,212,1,0.0,0,1.0,0.0,60.59
32.35,19.89,41.98,43.21,44.04,25.31,90.37,82.64,127.0,4.0,76.1,81.31,65.89,81,0,0.0,0,0.0,0.0,21.99
53.65,45.48,42.75,52.74,52.39,44.47,57.62,54.43,143.0,10.0,60.88,32.73,58.03,263,0,0.0,0,0.0,0.0,40.98
79.54,55.37,49.6,59.84,62.1,67.47,63.29,57.4,124.0,10.0,44.99,40.45,59.43,184,0,0.0,0,,0.0,50.22
83.54,71.44,60.96,100.0,81.38,84.86,64.86,29.21,166.0,4.0,51.28,39.27,70.91,237,0,1.0,1,0.0,1.0,65.71
53.47,58.22,65.14,52.96,52.5,52.27,93.63,82.76,131.0,8.0,67.61,58.73,50.34,244,0,0.0,0,0.0,0.0,62.15
39.76,26.71,14.23,60.01,46.46,34.42,49.27,55.72,121.0,11.0,,55.93,46.66,159,0,1.0,0,0.0,0.0,28.98
59.13,75.15,11.99,35.17,45.5,48.25,53.44,72.26,138.0,9.0,42.19,60.11,52.01,323,0,0.0,1,0.0,1.0,42.67
47.08,56.01,25.26,79.23,61.87,36.65,62.34,49.18,110.0,6.0,51.57,43.16,52.61,228,0,,1,0.0,0.0,39.02
55.11,56.28,33.85,47.07,44.26,38.55,50.88,69.89,121.0,11.0,68.08,63.05,52.93,157,0,0.0,0,0.0,0.0,43.32
72.1,67.75,55.86,69.81,56.92,46.98,63.04,85.25,109.0,6.0,57.27,52.09,63.42,310,1,0.0,1,0.0,1.0,61.47
49.92,19.55,43.74,24.6,37.34,37.06,89.59,81.62,146.0,6.0,73.44,81.81,60.28,303,0,0.0,0,0.0,0.0,34.63
63.1,40.49,53.94,74.99,50.66,62.69,74.47,67.08,157.0,0.0,87.55,68.65,69.79,118,0,0.0,0,1.0,0.0,62.72
62.7,,40.38,79.0,45.72,56.75,52.74,57.8,130.0,,66.11,58.22,42.32,80,0,0.0,0,0.0,0.0,37.62
67.79,57.79,41.23,42.52,35.48,49.09,40.13,70.94,158.0,14.0,39.44,61.66,50.24,196,0,0.0,0,0.0,0.0,42.66
86.63,46.66,88.37,98.02,82.74,71.9,51.26,47.85,122.0,7.0,50.59,45.69,51.16,247,0,0.0,0,1.0,0.0,65.33
92.68,43.3,26.82,53.31,82.2,55.16,69.86,77.28,131.0,5.0,79.35,69.46,57.22,241,0,0.0,0,0.0,1.0,62.28
73.25,64.53,52.64,78.17,75.4,69.74,80.05,69.18,157.0,4.0,81.92,44.41,68.41,310,0,0.0,0,0.0,1.0,65.24
46.67,59.88,50.88,57.91,55.02,51.41,50.96,61.86,150.0,4.0,64.06,61.55,41.93,215,0,0.0,0,0.0,0.0,39.29
71.63,62.08,68.57,81.83,41.95,60.87,76.64,83.23,149.0,4.0,78.68,97.46,66.33,257,1,1.0,0,0.0,0.0,55.99
70.29,30.79,35.99,68.51,60.53,41.41,50.8,56.09,157.0,9.0,68.32,57.44,57.9,302,0,1.0,0,0.0,0.0,43.7
69.41,23.45,54.19,80.42,40.44,51.02,61.28,91.43,138.0,14.0,57.2,78.93,43.32,305,0,0.0,0,0.0,0.0,37.03
63.45,75.14,23.66,80.37,66.09,55.37,59.37,63.8,144.0,6.0,56.64,57.0,55.2,121,0,0.0,0,1.0,1.0,52.8
50.83,77.6,30.57,64.66,57.91,54.77,62.33,71.55,126.0,11.0,43.62,71.37,60.15,304,0,0.0,0,1.0,0.0,49.99
19.36,32.97,22.98,40.99,13.85,29.03,41.91,36.78,170.0,12.0,49.55,57.14,13.55,159,0,0.0,1,0.0,0.0,15.54
87.18,40.28,64.41,52.5,82.35,52.79,67.14,68.13,131.0,9.0,67.72,56.86,77.63,327,0,1.0,0,0.0,1.0,57.59
53.18,12.99,76.0,56.03,30.63,39.75,61.05,84.47,135.0,12.0,66.6,67.69,47.34,147,0,0.0,0,0.0,0.0,27.24
70.02,48.15,41.68,86.72,50.95,50.54,58.14,59.07,142.0,3.0,70.62,63.75,46.59,179,0,0.0,0,1.0,1.0,48.57
76.93,62.18,83.15,97.3,79.06,68.81,74.91,79.64,152.0,4.0,72.33,68.2,69.4,325,0,1.0,1,1.0,0.0,73.18
46.63,66.61,37.92,41.86,49.98,40.34,37.77,41.3,147.0,8.0,55.84,36.39,35.83,271,0,0.0,0,0.0,0.0,40.01
77.12,64.24,61.17,90.63,69.65,61.73,78.01,77.19,92.0,1.0,77.61,54.92,67.24,369,1,1.0,1,0.0,1.0,67.84
45.21,11.34,65.07,55.11,26.64,29.57,48.22,49.52,168.0,4.0,66.34,72.73,36.44,99,0,0.0,0,0.0,0.0,20.58
68.88,22.52,48.05,73.93,62.41,53.77,46.5,49.25,165.0,7.0,40.41,40.14,58.66,270,0,1.0,0,0.0,0.0,36.34
68.21,47.92,63.13,72.72,67.88,60.81,71.75,50.92,163.0,8.0,67.79,60.37,90.46,290,0,0.0,0,1.0,0.0,65.58
69.47,51.44,38.51,74.4,49.91,53.9,54.78,73.1,140.0,7.0,74.67,79.97,64.17,136,1,0.0,1,0.0,0.0,56.7
75.96,56.03,70.51,49.87,77.85,52.18,62.35,62.09,161.0,13.0,47.26,34.64,55.23,146,0,1.0,0,0.0,1.0,53.77
68.38,50.82,81.88,92.29,55.3,74.28,47.63,68.34,141.0,12.0,57.09,38.91,53.36,228,0,0.0,0,0.0,0.0,51.84
80.11,51.69,62.81,32.78,46.37,53.39,59.98,47.44,143.0,5.0,74.93,79.64,69.08,229,0,0.0,0,0.0,0.0,55.19
82.39,12.69,47.99,80.19,58.49,,100.0,100.0,156.0,4.0,82.89,81.46,67.81,296,0,1.0,0,1.0,0.0,66.92
48.06,58.26,40.14,59.12,51.08,51.9,50.96,69.52,147.0,8.0,,65.94,51.84,169,0,0.0,0,0.0,0.0,46.19
55.64,33.96,65.2,77.57,59.8,50.04,90.47,72.06,161.0,8.0,56.58,95.97,58.08,167,0,0.0,1,0.0,0.0,53.64
43.09,29.83,47.15,51.11,46.01,51.5,64.07,80.54,100.0,8.0,45.08,68.27,40.52,314,0,0.0,0,0.0,0.0,28.51
74.72,45.18,67.16,84.36,41.59,60.51,62.76,50.58,137.0,13.0,55.56,46.22,56.06,189,0,0.0,0,0.0,0.0,45.89
95.58,63.46,93.15,90.31,94.6,79.7,82.56,58.73,120.0,3.0,74.6,65.88,65.77,299,0,1.0,0,1.0,1.0,86.43
69.1,62.79,34.55,66.65,62.18,52.88,66.87,51.29,156.0,4.0,72.69,55.28,74.79,166,0,0.0,1,1.0,0.0,57.29
45.14,52.87,20.47,51.85,43.99,45.9,57.61,65.85,122.0,5.0,44.95,59.15,41.32,286,0,0.0,0,1.0,0.0,46.05
56.8,62.42,24.35,83.88,52.57,46.52,42.39,40.9,131.0,9.0,45.72,51.05,43.08,228,1,0.0,1,0.0,0.0,42.92
92.11,15.61,75.05,75.89,62.68,56.53,54.64,54.23,154.0,12.0,66.88,71.46,49.85,261,0,0.0,0,0.0,0.0,43.87
74.22,81.88,65.48,56.56,69.25,64.07,63.02,66.11,162.0,9.0,71.17,51.07,50.39,393,1,1.0,1,1.0,1.0,67.58
71.41,10.13,95.08,48.64,69.85,50.55,81.15,63.12,157.0,4.0,48.72,76.36,65.77,209,0,0.0,0,0.0,0.0,40.64
88.55,74.28,77.03,80.04,80.73,71.41,98.5,66.47,157.0,1.0,67.42,78.37,75.19,384,0,0.0,1,0.0,1.0,74.52
77.01,39.29,61.92,87.01,65.53,69.92,75.69,76.89,119.0,0.0,85.19,63.08,95.26,310,0,0.0,0,0.0,1.0,68.65
62.39,67.4,70.47,67.43,68.09,68.83,51.99,74.81,119.0,9.0,68.29,69.98,70.92,238,0,1.0,0,0.0,1.0,71.64
72.27,36.93,59.76,100.0,58.62,58.4,54.95,65.39,113.0,71.0,58.66,43.7,56.21,196,1,0.0,0,0.0,1.0,49.43
65.56,34.26,72.91,72.36,47.51,49.95,57.83,88.44,119.0,10.0,60.02,45.87,57.16,143,0,0.0,0,0.0,0.0,40.01
65.74,39.75,59.63,70.34,58.46,50.23,46.3,48.83,139.0,3.0,53.15,57.04,47.63,168,0,0.0,0,0.0,0.0,46.17
61.03,27.87,39.8,52.18,68.81,43.5,57.68,77.76,156.0,3.0,52.85,60.21,39.28,111,0,0.0,0,0.0,0.0,37.59
66.28,7.06,50.07,74.1,37.15,51.55,72.48,66.22,158.0,9.0,58.44,81.55,44.1,271,0,0.0,0,0.0,0.0,39.62
77.39,95.19,45.12,58.33,74.42,,85.8,80.44,109.0,4.0,74.3,75.12,62.48,345,1,1.0,1,1.0,0.0,78.44
88.63,35.32,94.78,64.31,72.38,71.69,93.37,70.21,142.0,4.0,72.66,71.99,89.03,288,0,1.0,0,1.0,0.0,72.44
67.76,20.38,52.89,64.26,72.52,51.03,54.07,53.59,133.0,7.0,42.4,56.74,51.75,288,0,0.0,1,1.0,0.0,43.63
66.21,57.33,52.89,92.75,66.26,54.26,55.56,43.34,96.0,,40.9,50.22,55.95,204,0,0.0,0,0.0,0.0,43.86
78.63,73.24,56.5,77.7,77.18,68.5,72.2,47.95,155.0,10.0,66.24,67.01,74.25,215,0,0.0,0,1.0,1.0,82.65
77.71,41.03,44.99,46.7,72.85,47.99,83.83,61.61,156.0,9.0,68.07,77.15,60.67,299,0,1.0,0,0.0,0.0,57.35
73.46,54.09,50.25,61.86,68.0,65.13,51.94,72.15,126.0,13.0,44.56,60.23,48.23,182,0,0.0,0,0.0,0.0,54.12
85.72,48.82,54.89,97.25,68.9,59.29,,78.24,136.0,0.0,67.16,47.58,86.06,353,0,1.0,0,1.0,1.0,79.96
73.71,72.01,56.98,69.18,94.35,65.04,67.85,79.74,142.0,9.0,65.66,69.99,68.87,309,1,1.0,1,1.0,1.0,77.71
33.89,31.58,22.62,49.76,42.61,36.59,72.17,66.9,147.0,5.0,60.86,44.88,36.53,331,0,0.0,0,0.0,0.0,19.35
53.51,32.0,46.3,61.2,25.67,35.67,49.33,37.41,125.0,8.0,27.1,30.34,21.21,223,0,0.0,0,0.0,0.0,24.11
87.55,70.36,83.49,35.6,85.84,71.61,100.0,69.49,128.0,4.0,90.5,73.62,88.81,212,1,0.0,1,1.0,1.0,85.16
71.97,54.79,40.82,83.11,69.11,41.91,45.06,60.33,117.0,15.0,49.17,59.52,35.35,251,1,0.0,0,0.0,0.0,46.61
56.59,39.31,25.76,39.14,47.64,38.12,60.2,62.35,165.0,6.0,69.05,69.44,50.26,226,0,0.0,1,0.0,0.0,43.48
86.96,41.39,82.49,74.79,54.9,67.38,61.25,58.71,160.0,3.0,72.46,80.04,41.82,239,1,0.0,0,0.0,0.0,61.08
90.2,78.71,57.26,100.0,81.48,71.07,64.58,64.42,119.0,2.0,64.22,45.99,59.89,311,0,1.0,1,0.0,1.0,63.97
54.83,45.74,82.09,82.5,56.7,60.68,66.76,42.24,123.0,9.0,38.46,47.68,65.23,308,0,0.0,0,1.0,0.0,51.27
57.06,65.0,49.87,70.81,48.36,,63.7,74.09,120.0,7.0,76.75,40.84,54.79,217,0,0.0,0,0.0,0.0,49.26
82.29,70.19,50.76,88.33,72.13,73.53,84.96,79.14,115.0,9.0,49.07,55.34,57.24,338,0,1.0,0,1.0,0.0,61.88
73.1,81.98,34.61,82.58,71.7,59.27,76.38,78.46,176.0,3.0,69.51,68.02,62.42,282,1,1.0,1,0.0,1.0,71.48
71.95,43.72,55.24,94.16,64.95,56.72,84.4,78.76,129.0,3.0,87.25,95.19,70.36,170,0,0.0,0,0.0,1.0,64.96
70.9,48.55,48.78,88.69,65.19,48.55,58.58,66.13,152.0,8.0,58.73,77.99,,152,1,1.0,0,0.0,1.0,55.6
68.65,57.27,61.29,61.4,29.13,52.87,100.0,98.88,138.0,,71.99,85.27,54.7,317,0,0.0,0,0.0,0.0,59.18
91.27,55.4,40.28,64.04,62.71,57.71,67.61,64.13,135.0,9.0,65.65,60.26,64.63,380,1,0.0,1,1.0,0.0,53.75
82.4,63.24,45.44,62.15,58.59,65.8,94.11,75.43,138.0,4.0,73.29,83.62,68.04,185,0,0.0,1,1.0,0.0,62.02
68.21,79.83,78.9,78.86,87.67,69.26,68.25,60.12,146.0,5.0,57.54,81.62,65.41,188,1,1.0,0,1.0,0.0,78.83
59.41,63.9,34.26,66.03,100.0,56.38,66.37,24.85,136.0,10.0,48.06,49.06,46.51,272,1,1.0,1,1.0,1.0,68.72
49.47,68.06,38.78,37.78,55.29,44.77,58.01,76.69,151.0,6.0,68.09,58.7,65.65,192,0,0.0,0,0.0,0.0,51.34
,46.81,39.42,70.39,54.65,50.72,92.14,68.56,164.0,1.0,60.6,63.74,72.0,134,0,0.0,0,0.0,0.0,53.84
70.17,31.01,55.39,48.06,34.44,58.05,79.43,52.37,130.0,2.0,65.85,43.14,61.05,186,0,0.0,0,0.0,0.0,45.25
60.11,46.34,47.25,65.89,67.01,31.21,81.06,90.69,145.0,8.0,54.97,80.75,55.84,293,0,0.0,0,0.0,0.0,42.43
65.79,42.67,60.55,69.04,66.13,55.27,69.99,77.88,110.0,1.0,81.36,66.31,80.03,215,0,0.0,1,0.0,1.0,60.03
65.94,45.1,35.12,61.84,59.87,56.57,84.47,59.85,132.0,8.0,68.84,59.14,78.05,160,0,0.0,1,0.0,0.0,60.23
58.23,39.34,86.69,81.39,46.33,52.75,57.64,37.39,138.0,9.0,29.71,44.17,63.52,235,0,0.0,0,0.0,0.0,52.17
80.66,47.67,31.42,67.82,73.26,59.01,80.83,87.09,138.0,2.0,86.04,76.3,75.55,221,1,0.0,0,0.0,1.0,64.47
73.21,72.49,59.02,99.87,90.99,77.85,63.55,62.57,137.0,5.0,73.21,73.04,63.14,212,1,1.0,0,0.0,1.0,84.7
76.51,50.12,58.19,56.6,66.11,57.01,66.06,45.58,148.0,4.0,46.24,33.74,61.93,137,0,0.0,0,1.0,1.0,71.58
79.74,42.96,79.72,85.25,82.64,63.11,40.54,56.23,149.0,6.0,43.64,55.62,66.68,342,1,1.0,0,1.0,1.0,62.14
59.88,58.03,29.92,56.1,58.93,55.01,69.16,68.6,101.0,11.0,59.31,53.76,64.95,152,0,1.0,0,0.0,0.0,47.32
76.73,,80.4,74.52,78.61,68.37,72.33,48.84,143.0,5.0,46.18,38.64,54.09,270,0,1.0,0,0.0,0.0,55.1
60.0,49.69,59.64,33.47,38.79,47.96,47.91,32.49,131.0,14.0,38.15,41.49,,338,0,0.0,0,0.0,0.0,45.01
68.8,62.51,47.79,51.09,39.81,56.57,37.02,64.46,126.0,10.0,40.33,56.16,53.01,264,0,0.0,0,0.0,0.0,38.97
79.1,58.21,47.97,61.98,45.22,62.09,74.37,75.83,165.0,4.0,70.21,58.24,67.15,227,0,0.0,1,0.0,1.0,60.8
34.93,75.34,18.11,27.37,45.86,39.99,70.52,96.26,108.0,4.0,54.06,90.21,60.21,281,0,0.0,1,0.0,0.0,42.75
85.99,64.95,42.67,67.89,62.83,63.8,60.81,73.0,137.0,10.0,69.68,64.0,55.44,299,0,0.0,1,0.0,0.0,55.52
65.53,48.07,52.33,53.47,66.39,57.08,81.31,86.8,167.0,10.0,40.43,57.92,57.64,349,0,0.0,0,1.0,0.0,46.07
33.42,36.25,27.55,40.65,44.67,30.53,69.32,50.58,141.0,5.0,53.14,68.85,51.82,151,0,0.0,0,0.0,0.0,26.0
100.0,76.5,43.2,96.47,79.53,80.57,68.15,61.63,122.0,9.0,74.35,67.06,75.18,193,1,0.0,0,0.0,1.0,69.21
97.58,43.36,75.69,60.87,51.75,57.88,,56.13,138.0,1.0,70.4,47.76,61.74,133,0,0.0,1,0.0,0.0,52.93
64.88,55.96,74.33,93.03,58.54,61.19,70.72,67.02,172.0,2.0,64.68,62.07,38.32,301,0,1.0,0,0.0,0.0,61.8
75.62,60.44,49.1,62.58,67.94,64.47,49.41,56.65,158.0,4.0,66.02,58.96,28.7,322,0,1.0,0,0.0,0.0,59.21
70.61,49.15,44.28,56.3,50.29,45.22,70.47,75.46,130.0,1.0,62.83,67.85,55.83,80,1,0.0,1,0.0,0.0,46.67
80.13,43.37,73.93,79.84,62.55,67.65,93.27,80.58,171.0,6.0,66.6,71.05,74.71,290,0,0.0,0,0.0,0.0,56.41
97.71,44.47,92.72,75.02,75.0,73.76,66.89,60.6,151.0,2.0,76.85,78.13,66.74,280,0,0.0,0,1.0,1.0,70.87
88.9,34.95,71.11,60.63,83.77,71.93,65.39,56.75,93.0,5.0,60.82,52.13,64.77,201,0,0.0,0,1.0,0.0,46.28
49.99,23.65,48.88,44.02,43.51,42.61,56.47,77.0,136.0,8.0,51.54,74.42,64.58,266,0,0.0,0,0.0,0.0,34.04
